,location,size_BHK,total_sqft,bathroom,price_lakhs
2422,Gubbalala,3,1745.0,3.0,104.0
2423,Gubbalala,3,1745.0,3.0,115.0
2424,Gubbalala,3,1745.0,3.0,110.0
2425,Gubbalala,3,1650.0,3.0,71.0
2426,Gubbalala,5,2570.0,4.0,141.0
2427,Gubbalala,2,1205.0,2.0,70.0
2428,Gubbalala,3,1435.0,2.0,80.0
2429,Gubbalala,2,1475.0,2.0,80.0
2430,Gubbalala,4,2000.0,4.0,85.0
2431,Gubbalala,2,1100.0,2.0,49.5
2432,Gubbalala,2,1060.0,2.0,46.0
2433,Gubbalala,3,2000.0,3.0,125.0
2434,Gubbalala,4,4000.0,5.0,195.0
2435,Gunjur,2,1140.0,2.0,43.0
2436,Gunjur,3,1356.0,2.0,66.0
2437,Gunjur,3,1600.0,3.0,75.0
2438,Gunjur,4,2000.0,3.0,95.0
2439,Gunjur,2,1140.0,2.0,49.11
2440,Gunjur,2,1195.0,2.0,44.0
2441,Gunjur,2,1190.0,2.0,40.0
2442,Gunjur,2,1457.0,2.0,60.0
2443,Gunjur,2,1080.0,2.0,41.0
2444,Gunjur,3,2132.0,3.0,80.0
2445,Gunjur,3,1800.0,3.0,70.0
2446,Gunjur,2,1175.0,2.0,43.48
2447,Gunjur,3,1362.0,3.0,62.63
2448,Gunjur,2,1071.0,2.0,51.0
2449,Gunjur,2,1063.0,2.0,40.0
2450,Gunjur,2,1235.0,2.0,52.76
2451,Gunjur,3,1362.0,3.0,62.63
2452,Gunjur,3,1362.0,3.0,62.63
2453,Gunjur,3,1588.0,2.0,90.0
2454,Gunjur,2,1235.0,2.0,44.5
2455,Gunjur,2,1457.0,2.0,60.0
2456,HBR Layout,3,2800.0,2.0,200.0
2457,HBR Layout,3,1722.0,3.0,95.0
2458,HBR Layout,4,1200.0,4.0,120.0
2459,HBR Layout,2,1200.0,2.0,60.0
2460,HBR Layout,2,1004.0,2.0,49.0
2461,HBR Layout,3,1783.0,3.0,125.0
2462,HBR Layout,3,1656.0,3.0,90.0
2463,HBR Layout,2,1089.0,2.0,60.0
2464,HBR Layout,3,1700.0,3.0,110.0
2465,HBR Layout,2,1198.0,2.0,65.0
2466,HBR Layout,4,1200.0,4.0,115.0
2467,HBR Layout,2,1200.0,2.0,120.0
2468,HBR Layout,3,1832.0,3.0,160.0
2469,HRBR Layout,2,1374.0,2.0,95.0
2470,HRBR Layout,2,1440.0,2.0,98.0
2471,HRBR Layout,3,1567.0,3.0,90.0
2472,HRBR Layout,3,2800.0,3.0,250.0
2473,HRBR Layout,2,1210.0,2.0,75.0
2474,HRBR Layout,2,1265.0,2.0,78.0
2475,HRBR Layout,2,1170.0,2.0,75.0
2476,HRBR Layout,3,1335.0,2.0,87.0
2477,HRBR Layout,4,1900.0,3.0,90.0
2478,HRBR Layout,3,1625.0,3.0,120.0
2479,HRBR Layout,2,1301.0,2.0,120.0
2480,HRBR Layout,2,1145.0,2.0,68.5
2481,HRBR Layout,2,1300.0,2.0,90.0
2482,HSR Layout,3,1400.0,3.0,56.0
2483,HSR Layout,2,1372.0,2.0,68.0
2484,HSR Layout,3,1430.0,2.0,65.0
2485,HSR Layout,3,1475.0,3.0,75.0
2486,HSR Layout,2,1467.0,2.0,55.0
2487,HSR Layout,2,1140.0,2.0,46.0
2488,HSR Layout,2,1372.0,2.0,61.0
2489,HSR Layout,3,1750.0,3.0,95.0
2490,HSR Layout,3,2424.0,3.0,90.0
2491,HSR Layout,2,1027.0,2.0,44.0
2492,HSR Layout,3,1650.0,3.0,110.0
2493,HSR Layout,2,1140.0,2.0,46.0
2494,HSR Layout,2,1372.0,2.0,61.0
2495,HSR Layout,2,1140.0,2.0,46.0
2496,HSR Layout,2,1185.0,2.0,60.0
2497,HSR Layout,2,1127.0,2.0,68.0
2498,HSR Layout,3,1600.0,2.0,115.0
2499,HSR Layout,2,1145.0,2.0,48.0
2500,HSR Layout,2,1009.0,2.0,56.0
2501,HSR Layout,2,1300.0,2.0,98.0
2502,HSR Layout,3,2400.0,3.0,88.0
2503,HSR Layout,2,1140.0,2.0,46.0
2504,HSR Layout,2,1126.0,2.0,69.0
2505,HSR Layout,3,1360.0,2.0,53.0
2506,HSR Layout,2,1140.0,2.0,46.0
2507,HSR Layout,2,1145.0,2.0,46.0
2508,HSR Layout,2,1142.0,2.0,65.0
2509,HSR Layout,2,1145.0,2.0,46.0
2510,HSR Layout,3,1844.0,3.0,95.0
2511,HSR Layout,2,1203.0,2.0,72.0
2512,HSR Layout,2,1140.0,2.0,46.0
2513,HSR Layout,5,4200.0,5.0,245.0
2514,HSR Layout,2,1140.0,2.0,46.0
2515,HSR Layout,2,1145.0,2.0,46.0
2516,HSR Layout,2,1009.0,2.0,56.0
2517,HSR Layout,2,1145.0,2.0,46.0
2518,HSR Layout,2,1100.0,2.0,44.0
2519,HSR Layout,2,1203.0,2.0,60.0
2520,HSR Layout,2,1120.0,2.0,70.0
2521,HSR Layout,2,1140.0,2.0,46.0
2522,HSR Layout,2,1289.0,2.0,70.0
2523,HSR Layout,3,1844.0,3.0,89.0
2524,HSR Layout,2,1203.0,2.0,60.0
2525,HSR Layout,2,1140.0,2.0,46.0
2526,Haralur Road,2,1240.0,2.0,70.0
2527,Haralur Road,2,1027.0,2.0,44.0
2528,Haralur Road,3,1464.0,3.0,56.0
2529,Haralur Road,4,2650.0,4.0,198.0
2530,Haralur Road,4,2805.0,5.0,154.0
2531,Haralur Road,2,1194.0,2.0,47.0
2532,Haralur Road,2,1202.0,2.0,53.0
2533,Haralur Road,2,1056.0,2.0,61.0
2534,Haralur Road,3,1464.0,3.0,56.0
2535,Haralur Road,3,1810.0,3.0,100.0
2536,Haralur Road,2,1194.0,2.0,46.0
2537,Haralur Road,4,2805.0,4.0,154.0
2538,Haralur Road,2,1225.0,2.0,67.38
2539,Haralur Road,2,1243.0,2.0,46.0
2540,Haralur Road,2,1027.0,2.0,44.0
2541,Haralur Road,3,1920.0,3.0,115.0
2542,Haralur Road,3,1875.0,3.0,110.0
2543,Haralur Road,2,1194.0,2.0,47.0
2544,Haralur Road,2,1140.0,2.0,43.0
2545,Haralur Road,2,1027.0,2.0,44.0
2546,Haralur Road,2,1194.0,2.0,46.0
2547,Haralur Road,3,2017.0,3.0,125.0
2548,Haralur Road,2,1140.0,2.0,43.0
2549,Haralur Road,3,1875.0,3.0,110.0
2550,Haralur Road,2,1092.0,2.0,44.0
2551,Haralur Road,3,2475.0,4.0,130.0
2552,Haralur Road,2,1300.0,2.0,73.0
2553,Haralur Road,2,1194.0,2.0,47.0
2554,Haralur Road,2,1243.0,2.0,46.0
2555,Haralur Road,3,1850.0,3.0,110.0
2556,Haralur Road,2,1225.0,2.0,67.38
2557,Haralur Road,2,1243.0,2.0,46.0
2558,Haralur Road,4,3400.0,5.0,240.0
2559,Haralur Road,2,1464.0,2.0,56.0
2560,Haralur Road,2,1230.0,2.0,78.0
2561,Haralur Road,2,1000.0,2.0,44.0
2562,Haralur Road,2,1300.0,2.0,79.0
2563,Haralur Road,3,1444.0,2.0,80.0
2564,Haralur Road,2,1088.0,2.0,68.0
2565,Haralur Road,2,1027.0,2.0,44.0
2566,Haralur Road,3,1464.0,3.0,56.0
2567,Haralur Road,2,1225.0,2.0,70.0
2568,Haralur Road,3,1464.0,3.0,56.0
2569,Haralur Road,2,1194.0,2.0,46.0
2570,Haralur Road,3,1830.0,3.0,101.0
2571,Haralur Road,3,1810.0,3.0,126.0
2572,Haralur Road,2,1464.0,2.0,56.0
2573,Haralur Road,3,1520.0,2.0,96.0
2574,Haralur Road,2,1300.0,2.0,75.0
2575,Haralur Road,3,2017.0,2.0,125.0
2576,Haralur Road,2,1243.0,2.0,46.0
2577,Haralur Road,2,1027.0,2.0,44.0
2578,Haralur Road,4,2805.0,5.0,160.0
2579,Haralur Road,2,1243.0,2.0,46.0
2580,Haralur Road,2,1027.0,2.0,44.0
2581,Haralur Road,3,2017.0,3.0,105.0
2582,Haralur Road,2,1243.0,2.0,46.0
2583,Haralur Road,2,1243.0,2.0,46.0
2584,Haralur Road,3,1520.0,2.0,90.0
2585,Haralur Road,2,1300.0,2.0,60.0
2586,Haralur Road,3,1985.0,3.0,130.0
2587,Haralur Road,3,1255.0,2.0,90.0
2588,Haralur Road,2,1056.0,2.0,60.0
2589,Haralur Road,2,1140.0,2.0,42.0
2590,Haralur Road,2,1245.0,2.0,62.0
2591,Haralur Road,2,1140.0,2.0,58.0
2592,Haralur Road,2,1140.0,2.0,42.0
2593,Haralur Road,2,1027.0,2.0,43.0
2594,Haralur Road,2,1194.0,2.0,47.0
2595,Haralur Road,2,1194.0,2.0,47.0
2596,Haralur Road,3,1560.0,3.0,90.0
2597,Haralur Road,3,1520.0,2.0,85.0
2598,Haralur Road,2,1243.0,2.0,45.0
2599,Haralur Road,2,1027.0,2.0,44.0
2600,Haralur Road,2,1194.0,2.0,46.0
2601,Haralur Road,3,1650.0,3.0,100.0
2602,Haralur Road,3,1580.0,3.0,73.0
2603,Haralur Road,2,1243.0,2.0,46.0
2604,Haralur Road,2,1194.0,2.0,47.0
2605,Haralur Road,4,2805.0,4.0,154.0
2606,Haralur Road,3,1520.0,2.0,96.0
2607,Haralur Road,3,1510.0,3.0,83.05
2608,Haralur Road,2,1056.0,2.0,65.0
2609,Haralur Road,3,1810.0,3.0,100.0
2610,Haralur Road,2,1243.0,2.0,46.0
2611,Haralur Road,1,575.0,1.0,38.0
2612,Haralur Road,2,1194.0,2.0,46.0
2613,Haralur Road,2,1243.0,2.0,46.0
2614,Haralur Road,2,1194.0,2.0,46.0
2615,Haralur Road,2,1140.0,2.0,43.0
2616,Haralur Road,3,1850.0,3.0,120.0
2617,Haralur Road,2,1194.0,2.0,47.0
2618,Haralur Road,2,1194.0,2.0,47.0
2619,Haralur Road,3,1464.0,3.0,56.0
2620,Haralur Road,2,1243.0,2.0,46.0
2621,Haralur Road,3,1710.0,3.0,85.0
2622,Haralur Road,3,1730.0,3.0,95.0
2623,Haralur Road,2,1243.0,2.0,46.0
2624,Haralur Road,2,1243.0,2.0,46.0
2625,Haralur Road,2,1243.0,2.0,46.0
2626,Haralur Road,3,1817.0,3.0,110.0
2627,Haralur Road,2,1225.0,2.0,77.0
2628,Haralur Road,2,1285.0,2.0,78.0
2629,Haralur Road,2,1225.0,2.0,67.48
2630,Haralur Road,2,1225.0,2.0,69.84
2631,Haralur Road,2,1200.0,2.0,46.0
2632,Haralur Road,2,1315.0,2.0,85.0
2633,Haralur Road,3,1976.0,3.0,92.0
2634,Haralur Road,2,1300.0,2.0,75.0
2635,Haralur Road,2,1309.0,2.0,82.0
2636,Haralur Road,2,1027.0,1.0,44.0
2637,Haralur Road,2,1243.0,2.0,46.0
2638,Haralur Road,2,1243.0,2.0,46.0
2639,Haralur Road,2,1140.0,2.0,43.0
2640,Haralur Road,2,1300.0,2.0,75.0
2641,Haralur Road,2,1243.0,2.0,46.0
2642,Haralur Road,3,1890.0,3.0,84.0
2643,Haralur Road,2,1230.0,2.0,67.65
2644,Haralur Road,2,1194.0,2.0,46.0
2645,Haralur Road,2,1092.0,2.0,44.0
2646,Haralur Road,3,1464.0,3.0,56.0
2647,Haralur Road,3,1255.0,3.0,90.0
2648,Haralur Road,3,1735.0,3.0,97.0
2649,Haralur Road,3,1810.0,3.0,97.83
2650,Haralur Road,2,1200.0,2.0,46.0
2651,Haralur Road,2,1243.0,2.0,46.0
2652,Haralur Road,3,1810.0,3.0,112.0
2653,Harlur,2,1508.0,2.0,77.0
2654,Harlur,3,2450.0,3.0,120.0
2655,Harlur,3,1460.0,3.0,73.0
2656,Harlur,3,1709.0,3.0,150.0
2657,Harlur,2,1174.0,2.0,69.0
2658,Harlur,2,1033.0,2.0,49.0
2659,Harlur,2,1197.0,2.0,84.0
2660,Harlur,3,1757.0,3.0,132.0
2661,Harlur,2,1174.0,2.0,76.0
2662,Harlur,3,1754.0,3.0,125.0
2663,Harlur,2,1290.0,2.0,85.0
2664,Harlur,3,1754.0,3.0,135.0
2665,Harlur,3,1754.0,3.0,124.0
2666,Harlur,2,1152.0,2.0,69.0
2667,Harlur,2,1290.0,2.0,87.0
2668,Harlur,3,1749.0,3.0,115.0
2669,Harlur,4,3385.0,4.0,260.0
2670,Harlur,3,2240.0,5.0,155.0
2671,Harlur,3,1758.0,3.0,133.0
2672,Harlur,4,1884.0,4.0,120.0
2673,Harlur,2,1197.0,2.0,79.0
2674,Harlur,2,1174.0,2.0,78.0
2675,Harlur,3,1730.0,3.0,100.0
2676,Harlur,3,2138.0,3.0,110.0
2677,Harlur,2,1200.0,2.0,52.0
2678,Harlur,2,1197.0,2.0,79.0
2679,Harlur,3,1749.0,3.0,112.0
2680,Harlur,2,1174.0,2.0,75.0
2681,Harlur,3,1750.0,3.0,136.0
2682,Harlur,3,1620.0,3.0,110.0
2683,Harlur,3,1414.0,3.0,77.5
2684,Harlur,3,1630.0,3.0,95.1
2685,Harlur,3,1459.0,3.0,135.0
2686,Harlur,3,1762.0,3.0,133.0
2687,Harlur,3,1756.0,3.0,131.0
2688,Harlur,3,1755.0,3.0,130.0
2689,Harlur,3,1864.0,3.0,140.0
2690,Harlur,2,1331.0,2.0,88.0
2691,Harlur,2,1133.0,2.0,55.0
2692,Harlur,3,1756.0,3.0,128.0
2693,Harlur,3,1749.0,3.0,120.0
2694,Harlur,2,1197.0,2.0,82.0
2695,Harlur,2,1303.0,2.0,90.0
2696,Harlur,3,1754.0,3.0,132.0
2697,Harlur,2,1532.0,2.0,65.0
2698,Harlur,2,1174.0,2.0,75.0
2699,Harlur,3,1756.0,3.0,134.0
2700,Harlur,2,1197.0,2.0,78.0
2701,Harlur,2,1290.0,2.0,89.9
2702,Harlur,2,1386.0,2.0,85.0
2703,Harlur,2,1174.0,2.0,74.0
2704,Harlur,2,1174.0,2.0,78.0
2705,Harlur,3,1710.0,3.0,85.0
2706,Harlur,3,1755.0,3.0,115.0
2707,Harlur,4,2820.0,4.0,153.5
2708,Harlur,4,2569.0,4.0,175.0
2709,Harlur,2,1532.0,2.0,65.0
2710,Harlur,3,1710.0,3.0,85.0
2711,Harlur,2,1197.0,2.0,77.0
2712,Harlur,4,2569.0,5.0,180.0
2713,Harlur,2,1225.0,2.0,56.0
2714,Harlur,2,1197.0,2.0,76.0
2715,Harlur,3,2137.0,3.0,110.0
2716,Harlur,2,1197.0,2.0,75.0
2717,Harlur,3,1755.0,3.0,117.0
2718,Harlur,2,1197.0,2.0,79.9
2719,Harlur,2,936.0,2.0,45.0
2720,Harlur,4,2990.0,4.0,225.0
2721,Harlur,2,1370.0,2.0,88.0
2722,Harlur,2,1335.0,2.0,72.76
2723,Hebbal,3,1760.0,2.0,123.0
2724,Hebbal,4,5611.5,4.0,477.0
2725,Hebbal,3,1900.0,3.0,119.0
2726,Hebbal,2,1349.0,2.0,98.2
2727,Hebbal,4,2483.0,5.0,212.0
2728,Hebbal,3,1760.0,2.0,130.0
2729,Hebbal,3,3450.0,5.0,260.0
2730,Hebbal,3,1920.0,3.0,134.0
2731,Hebbal,2,1337.0,2.0,82.0
2732,Hebbal,2,1349.0,2.0,98.0
2733,Hebbal,3,1255.0,2.0,77.68
2734,Hebbal,3,1355.0,3.0,83.87
2735,Hebbal,3,1790.0,3.0,127.0
2736,Hebbal,4,2790.0,5.0,198.0
2737,Hebbal,3,1985.0,4.0,189.0
2738,Hebbal,4,2483.0,5.0,215.0
2739,Hebbal,2,1080.0,2.0,54.0
2740,Hebbal,2,812.0,2.0,55.0
2741,Hebbal,4,2790.0,4.0,198.0
2742,Hebbal,2,1075.0,2.0,52.0
2743,Hebbal,4,3067.0,4.0,230.0
2744,Hebbal,3,2526.0,2.0,250.0
2745,Hebbal,4,3067.0,4.0,230.0
2746,Hebbal,3,1255.0,2.0,77.68
2747,Hebbal,2,823.0,2.0,50.63
2748,Hebbal,2,1420.0,2.0,123.0
2749,Hebbal,3,1069.0,3.0,65.4
2750,Hebbal,2,1420.0,2.0,99.39
2751,Hebbal,4,4235.0,4.0,365.0
2752,Hebbal,3,1700.0,3.0,124.0
2753,Hebbal,4,3960.0,5.0,386.0
2754,Hebbal,3,1550.0,2.0,75.0
2755,Hebbal,2,1420.0,2.0,99.39
2756,Hebbal,3,1355.0,3.0,83.87
2757,Hebbal,2,1440.0,2.0,115.0
2758,Hebbal,2,1100.0,2.0,54.0
2759,Hebbal,3,1355.0,3.0,83.87
2760,Hebbal,3,2400.0,4.0,180.0
2761,Hebbal,3,1255.0,2.0,77.68
2762,Hebbal,2,1420.0,2.0,107.0
2763,Hebbal,2,1320.0,2.0,92.0
2764,Hebbal,2,919.0,2.0,49.0
2765,Hebbal,3,1645.0,3.0,135.0
2766,Hebbal,3,2080.0,3.0,175.0
2767,Hebbal,3,1355.0,3.0,83.87
2768,Hebbal,4,2483.0,5.0,230.0
2769,Hebbal,3,2600.0,3.0,195.0
2770,Hebbal,3,1645.0,3.0,117.0
2771,Hebbal,2,1251.0,2.0,88.73
2772,Hebbal,3,1645.0,3.0,121.0
2773,Hebbal,3,1760.0,3.0,123.0
2774,Hebbal,4,2790.0,4.0,198.0
2775,Hebbal,4,3960.0,5.0,386.0
2776,Hebbal,3,1645.0,3.0,120.0
2777,Hebbal,3,1255.0,2.0,90.0
2778,Hebbal,3,1645.0,3.0,117.0
2779,Hebbal,3,1255.0,3.0,77.68
2780,Hebbal,3,1586.0,3.0,90.0
2781,Hebbal,3,1636.0,3.0,119.0
2782,Hebbal,3,1255.0,2.0,95.0
2783,Hebbal,4,2790.0,4.0,198.0
2784,Hebbal,3,1269.0,2.0,73.0
2785,Hebbal,3,1255.0,2.0,95.0
2786,Hebbal,2,1088.0,2.0,61.45
2787,Hebbal,2,1349.0,2.0,97.8
2788,Hebbal,3,1255.0,3.0,77.68
2789,Hebbal,2,1344.0,2.0,108.0
2790,Hebbal,3,1255.0,2.0,90.0
2791,Hebbal,3,1255.0,3.0,77.68
2792,Hebbal,2,1138.0,2.0,110.0
2793,Hebbal,4,2790.0,5.0,204.0
2794,Hebbal,2,1088.0,2.0,62.0
2795,Hebbal,3,1987.0,4.0,165.0
2796,Hebbal,4,2790.0,5.0,198.0
2797,Hebbal,2,1299.0,2.0,100.0
2798,Hebbal,2,1200.0,2.0,60.0
2799,Hebbal,3,1645.0,3.0,117.0
2800,Hebbal,2,1390.0,2.0,95.0
2801,Hebbal,2,1333.0,2.0,100.0
2802,Hebbal,3,1355.0,3.0,83.87
2803,Hebbal,3,2650.0,4.0,199.0
2804,Hebbal,3,1800.0,3.0,140.0
2805,Hebbal,3,1860.0,3.0,95.0
2806,Hebbal,4,2470.0,4.0,203.0
2807,Hebbal,3,1255.0,2.0,95.0
2808,Hebbal,2,1333.0,2.0,104.0
2809,Hebbal,3,1645.0,3.0,117.0
2810,Hebbal,3,2600.0,3.0,199.0
2811,Hebbal,2,1345.0,2.0,97.0
2812,Hebbal,3,1110.0,3.0,59.0
2813,Hebbal,2,985.0,2.0,62.0
2814,Hebbal,2,1320.0,2.0,91.0
2815,Hebbal,3,2388.0,3.0,195.0
2816,Hebbal,2,1040.0,2.0,55.0
2817,Hebbal,3,1315.0,3.0,65.0
2818,Hebbal,3,2600.0,3.0,195.0
2819,Hebbal,2,1075.0,2.0,52.0
2820,Hebbal,4,2630.0,5.0,188.0
2821,Hebbal,4,2790.0,5.0,198.0
2822,Hebbal,3,1645.0,3.0,113.0
2823,Hebbal,3,1355.0,3.0,83.87
2824,Hebbal,2,1420.0,2.0,99.39
2825,Hebbal,3,1590.0,3.0,96.0
2826,Hebbal,3,3520.0,5.0,320.0
2827,Hebbal,2,1162.0,2.0,69.0
2828,Hebbal,2,1100.0,2.0,60.0
2829,Hebbal,4,4235.0,5.0,364.0
2830,Hebbal,2,1299.0,2.0,97.0
2831,Hebbal,3,1255.0,3.0,77.68
2832,Hebbal,4,2470.0,5.0,192.0
2833,Hebbal,3,1645.0,3.0,117.0
2834,Hebbal,3,1920.0,3.0,134.0
2835,Hebbal,3,3520.0,5.0,240.0
2836,Hebbal,3,1920.0,3.0,150.0
2837,Hebbal,4,2375.0,4.0,189.0
2838,Hebbal,2,1420.0,2.0,99.26
2839,Hebbal,2,1252.0,2.0,92.0
2840,Hebbal,4,2790.0,4.0,198.0
2841,Hebbal,2,1162.0,2.0,59.0
2842,Hebbal,2,1294.0,2.0,115.0
2843,Hebbal,4,4225.0,6.0,359.0
2844,Hebbal,2,1150.0,2.0,57.0
2845,Hebbal,3,1740.0,2.0,137.0
2846,Hebbal,3,1430.0,3.0,85.0
2847,Hebbal,3,1662.0,3.0,155.0
2848,Hebbal,3,2250.0,3.0,219.0
2849,Hebbal,2,1349.0,2.0,98.0
2850,Hebbal,4,4000.0,6.0,370.0
2851,Hebbal,2,1349.0,2.0,96.8
2852,Hebbal Kempapura,3,1700.0,3.0,155.0
2853,Hebbal Kempapura,3,1800.0,3.0,175.0
2854,Hebbal Kempapura,3,2900.0,4.0,300.0
2855,Hebbal Kempapura,3,3522.0,3.0,380.0
2856,Hebbal Kempapura,5,2280.0,5.0,200.0
2857,Hebbal Kempapura,2,1200.0,2.0,125.0
2858,Hebbal Kempapura,3,2900.0,4.0,240.0
2859,Hebbal Kempapura,4,3900.0,5.0,360.0
2860,Hebbal Kempapura,2,1300.0,2.0,102.0
2861,Hebbal Kempapura,3,1466.0,2.0,140.0
2862,Hebbal Kempapura,4,3900.0,5.0,310.0
2863,Hebbal Kempapura,3,1725.0,2.0,165.0
2864,Hebbal Kempapura,3,1200.0,3.0,125.0
2865,Hebbal Kempapura,3,3408.0,3.0,260.0
2866,Hebbal Kempapura,2,1485.0,3.0,132.0
2867,Hebbal Kempapura,2,1400.0,2.0,108.0
2868,Hebbal Kempapura,3,1800.0,3.0,150.0
2869,Hebbal Kempapura,5,2400.0,5.0,200.0
2870,Hebbal Kempapura,5,2800.0,5.0,220.0
2871,Hebbal Kempapura,3,1785.0,3.0,165.0
2872,Hebbal Kempapura,4,3729.0,4.0,384.0
2873,Hebbal Kempapura,3,1600.0,3.0,170.0
2874,Hebbal Kempapura,3,1730.0,3.0,175.0
2875,Hebbal Kempapura,4,2485.0,4.0,198.0
2876,Hegde Nagar,3,1569.0,3.0,101.0
2877,Hegde Nagar,6,3000.0,7.0,210.0
2878,Hegde Nagar,3,2026.0,3.0,132.0
2879,Hegde Nagar,3,1801.0,3.0,115.0
2880,Hegde Nagar,2,1050.0,1.0,56.0
2881,Hegde Nagar,2,1341.0,2.0,97.0
2882,Hegde Nagar,4,1200.0,4.0,83.0
2883,Hegde Nagar,3,1703.0,3.0,113.0
2884,Hegde Nagar,3,1570.0,3.0,105.0
2885,Hegde Nagar,3,1801.0,3.0,140.0
2886,Hegde Nagar,3,1965.0,4.0,125.0
2887,Hegde Nagar,2,1200.0,2.0,75.0
2888,Hegde Nagar,3,1847.0,3.0,135.0
2889,Hegde Nagar,3,1965.0,4.0,132.0
2890,Hegde Nagar,3,1703.0,3.0,125.0
2891,Hegde Nagar,3,1847.0,3.0,125.0
2892,Hegde Nagar,3,1718.0,3.0,119.0
2893,Hegde Nagar,3,1847.0,3.0,123.0
2894,Hegde Nagar,2,1340.0,2.0,72.0
2895,Hegde Nagar,3,1703.0,3.0,130.0
2896,Hegde Nagar,3,1718.0,3.0,130.0
2897,Hegde Nagar,3,1884.0,4.0,118.0
2898,Hegde Nagar,3,1930.0,4.0,122.0
2899,Hegde Nagar,3,1835.0,2.0,92.0
2900,Hegde Nagar,3,1168.0,2.0,68.0
2901,Hegde Nagar,2,1000.0,2.0,66.0
2902,Hegde Nagar,3,1348.0,2.0,80.5
2903,Hennur,2,1075.0,2.0,52.0
2904,Hennur,2,1255.0,2.0,52.32
2905,Hennur,2,1225.0,2.0,57.0
2906,Hennur,2,1255.0,2.0,57.5
2907,Hennur,2,1259.0,2.0,57.0
2908,Hennur,2,1255.0,2.0,53.5
2909,Hennur,2,1285.0,2.0,60.0
2910,Hennur,2,1285.0,2.0,60.0
2911,Hennur,2,1100.0,2.0,60.0
2912,Hennur,2,1231.0,2.0,48.0
2913,Hennur,2,1255.0,2.0,58.0
2914,Hennur,2,1040.0,2.0,42.12
2915,Hennur,2,1255.0,2.0,54.5
2916,Hennur,2,1041.0,2.0,40.6
2917,Hennur,3,1340.0,3.0,54.24
2918,Hennur,2,1255.0,2.0,55.5
2919,Hennur,3,1260.0,2.0,52.0
2920,Hennur,2,1231.0,2.0,50.0
2921,Hennur,5,2500.0,5.0,125.0
2922,Hennur,2,1160.0,2.0,49.0
2923,Hennur,3,2400.0,3.0,135.0
2924,Hennur,2,1255.0,2.0,53.5
2925,Hennur,2,1255.0,2.0,55.5
2926,Hennur,2,1100.0,2.0,44.55
2927,Hennur,2,1255.0,2.0,57.5
2928,Hennur,2,960.0,2.0,48.0
2929,Hennur,2,1020.0,2.0,48.0
2930,Hennur,2,1255.0,2.0,52.32
2931,Hennur,2,1295.0,2.0,64.0
2932,Hennur,3,1935.0,3.0,102.0
2933,Hennur,3,1655.0,2.0,70.5
2934,Hennur,3,1345.0,2.0,69.0
2935,Hennur,2,1255.0,2.0,58.0
2936,Hennur,2,1420.0,2.0,62.0
2937,Hennur,2,1155.0,2.0,54.5
2938,Hennur,2,1255.0,2.0,52.32
2939,Hennur,2,1255.0,2.0,52.35
2940,Hennur,3,1340.0,2.0,54.27
2941,Hennur,2,1255.0,2.0,54.5
2942,Hennur,3,1830.0,2.0,113.0
2943,Hennur,3,1830.5,3.0,84.205
2944,Hennur,2,1255.0,2.0,55.5
2945,Hennur,2,1255.0,2.0,53.57
2946,Hennur,2,1255.0,2.0,56.5
2947,Hennur,2,1050.0,2.0,42.73
2948,Hennur,2,1295.0,2.0,62.0
2949,Hennur Road,3,2089.0,3.0,140.0
2950,Hennur Road,8,5000.0,8.0,250.0
2951,Hennur Road,2,1385.0,2.0,83.09
2952,Hennur Road,2,1317.5,2.0,63.77
2953,Hennur Road,3,1500.0,2.0,62.0
2954,Hennur Road,3,2264.0,3.0,159.0
2955,Hennur Road,2,1157.0,2.0,84.0
2956,Hennur Road,3,1904.0,3.0,120.0
2957,Hennur Road,3,1891.0,3.0,109.0
2958,Hennur Road,3,1561.0,3.0,95.0
2959,Hennur Road,3,1192.0,2.0,60.0
2960,Hennur Road,3,2060.0,3.0,149.0
2961,Hennur Road,3,1482.0,2.0,92.0
2962,Hennur Road,2,1232.0,2.0,89.0
2963,Hennur Road,2,1065.0,2.0,42.6
2964,Hennur Road,3,1482.0,2.0,83.73
2965,Hennur Road,3,1482.0,2.0,87.0
2966,Hennur Road,3,1891.0,3.0,139.0
2967,Hennur Road,3,1703.0,3.0,101.0
2968,Hennur Road,2,1232.0,2.0,69.61
2969,Hennur Road,2,987.0,2.0,49.0
2970,Hennur Road,3,1804.0,3.0,102.0
2971,Hennur Road,3,2160.0,3.0,160.0
2972,Hennur Road,3,1186.0,2.0,63.0
2973,Hennur Road,3,1680.0,3.0,99.27
2974,Hennur Road,2,1065.0,2.0,42.6
2975,Hennur Road,2,1385.0,2.0,83.09
2976,Hennur Road,3,1186.0,2.0,56.0
2977,Hennur Road,3,2350.0,3.0,174.0
2978,Hennur Road,3,1586.0,3.0,93.94
2979,Hennur Road,3,1975.0,3.0,123.0
2980,Hennur Road,3,1290.0,2.0,94.5
2981,Hennur Road,2,901.0,2.0,49.5
2982,Hennur Road,3,1445.0,3.0,86.56
2983,Hennur Road,3,1482.0,2.0,97.0
2984,Hennur Road,2,1182.0,2.0,82.5
2985,Hennur Road,3,1192.0,2.0,62.0
2986,Hennur Road,2,1036.0,2.0,59.46
2987,Hennur Road,3,1891.0,3.0,109.0
2988,Hennur Road,2,1232.0,2.0,69.61
2989,Hennur Road,3,1804.0,3.0,102.0
